,item,item_index,count,responses,rt,age,trial_type,rating
18325,brief scenery,18325,5,[-3 -2  1  2  0],2885.2,23.6,crit,-0.4
1625,brief seeker,1625,6,[-2 -2  0 -2 -3 -3],5412.666666666667,27.833333333333332,crit,-2.0
2893,brief spine,2893,7,[-3 -3 -2 -3 -3 -3 -3],2986.285714285714,34.285714285714285,crit,-2.857142857142857
8397,brief spouse,8397,3,[1 1 0],7620.0,24.333333333333332,crit,0.6666666666666666
12421,brief tyre,12421,7,[-3  2 -3  0 -2 -2 -3],4491.428571428572,27.285714285714285,crit,-1.5714285714285714
7964,brief validation,7964,2,[3 2],2841.5,20.5,crit,2.5
9185,brief virtue,9185,7,[ 0 -3  1  2 -1 -3 -3],12101.857142857143,25.0,crit,-1.0
14294,bright adoption,14294,4,[-2 -3 -1 -3],2919.0,34.5,crit,-2.25
9382,bright amendment,9382,5,[-3  0 -3  0  2],4507.4,32.2,crit,-0.8
19413,bright announcement,19413,2,[ 3 -1],3377.5,41.5,crit,1.0
19388,bright breakdown,19388,4,[-3  0 -3 -3],3647.75,32.75,crit,-2.25
3926,bright breath,3926,6,[-3 -3 -3 -1 -3  1],2945.8333333333335,35.5,crit,-2.0
13478,bright cleaning,13478,16,[-3 -2  0  1 -2  0  2  1 -3  0 -2  0 -3  3  0 -3],5145.25,34.125,crit,-0.6875
14222,bright contest,14222,10,[ 1 -2  1  3  1 -2  0  1  0  1],4033.2,32.7,crit,0.4
10347,bright contestant,10347,9,[ 3  1  1  3  3  2 -3  1  3],5457.111111111111,31.11111111111111,crit,1.5555555555555556
4755,bright detective,4755,6,[1 1 2 3 3 1],3420.0,31.0,crit,1.8333333333333333
10645,bright disappointment,10645,3,[-3 -2 -3],3331.6666666666665,34.333333333333336,crit,-2.6666666666666665
3869,bright firewall,3869,5,[ 3 -3 -1  2 -2],5178.0,30.6,crit,-0.2
19759,bright fixture,19759,4,[ 3  1 -3  3],13205.0,27.0,crit,1.0
7623,bright grandmother,7623,9,[ 3  1  3 -3  2 -3 -2  3  3],4098.888888888889,30.555555555555557,crit,0.7777777777777778
4211,bright ignorance,4211,14,[-3  0  0 -3 -3  2 -3 -3 -3 -1  0 -3 -3 -3],3951.5714285714284,28.928571428571427,crit,-1.8571428571428572
13518,bright inequality,13518,10,[ 2 -2 -3 -2 -3 -2  0  1 -3 -3],5292.3,26.7,crit,-1.5
17811,bright landmark,17811,8,[ 3  3 -2  0  0  1 -3  2],4926.0,31.25,crit,0.5
13292,bright landowner,13292,9,[ 3 -3  2  3 -3  1  2  3  3],3827.5555555555557,30.333333333333332,crit,1.2222222222222223
7378,bright mainland,7378,4,[-1 -3  0  3],2524.0,28.25,crit,-0.25
8667,bright minimum,8667,10,[-1 -2  2 -2 -1 -3  0 -3 -3 -3],4589.9,29.1,crit,-1.6
10121,bright monopoly,10121,7,[-3 -1 -3  1 -1 -2 -3],4203.571428571428,32.285714285714285,crit,-1.7142857142857142
2943,bright native,2943,11,[ 3  1  3  2 -3  0 -3  3  3 -3  1],4747.454545454545,33.09090909090909,crit,0.6363636363636364
10125,bright nursing,10125,7,[-3 -3 -2 -3 -1 -3 -2],4301.142857142857,27.285714285714285,crit,-2.4285714285714284
14991,bright odd,14991,6,[-3 -3 -3 -1 -3 -3],4671.333333333333,41.0,crit,-2.6666666666666665
137,bright out,137,7,[-3  0  2  3 -3 -3  1],5414.285714285715,34.857142857142854,crit,-0.42857142857142855
18180,bright patience,18180,5,[-2 -3  0 -3 -2],42761.2,32.6,crit,-2.0
11117,bright permit,11117,9,[-3 -1  3 -3 -3 -3  0 -3 -3],4515.0,37.55555555555556,crit,-1.7777777777777777
19478,bright ranking,19478,5,[-1 -2  1 -1 -2],3005.2,27.0,crit,-1.0
704,bright revenue,704,6,[ 2  3 -3  2 -2 -2],4601.166666666667,29.333333333333332,crit,0.0
18185,bright rotation,18185,3,[-3 -3 -3],2620.3333333333335,34.333333333333336,crit,-3.0
5548,bright silence,5548,10,[ 0 -3 -2 -3 -3  0 -3 -3 -3  1],3530.9,28.8,crit,-1.9
3098,bright synopsis,3098,5,[ 2 -3 -2 -3  1],7672.8,27.6,crit,-1.0
18343,bright terminal,18343,7,[-2  3  3  3  1  2 -3],4638.142857142857,34.0,crit,1.0
13134,bright toll,13134,9,[-1 -3 -2 -3 -3  1 -3 -3  0],5337.111111111111,36.666666666666664,crit,-1.8888888888888888
430,bright warrant,430,4,[-2 -3 -3  0],3258.0,29.25,crit,-2.0
12059,bright wheelchair,12059,8,[-1  2  3 -3  3  3  1 -2],5838.25,30.25,crit,0.75
17980,brilliant NHS,17980,7,[-2  0 -3  2  3  0 -3],4663.0,28.428571428571427,crit,-0.42857142857142855
16690,brilliant acceptance,16690,7,[ 1 -1 -1 -1  3  2  2],3233.714285714286,26.857142857142858,crit,0.7142857142857143
2027,brilliant airfield,2027,6,[-2  1 -3 -3  1 -3],9159.5,26.833333333333332,crit,-1.5
19785,brilliant behalf,19785,6,[ 0 -3  3 -3 -2 -3],5752.666666666667,29.5,crit,-1.3333333333333333
3059,brilliant biscuit,3059,9,[ 1  3 -3  2 -1 -3  2 -3  1],7202.222222222223,37.333333333333336,crit,-0.1111111111111111
8298,brilliant buffer,8298,8,[-3  2  2  2  1  3  1  3],2770.0,35.0,crit,1.375
3164,brilliant criterion,3164,8,[ 2 -3 -1  1  0  2  1 -1],5361.125,29.375,crit,0.125
12128,brilliant demise,12128,11,[ 0  3 -2 -3  1  0  3 -3  2 -1  0],5833.636363636364,39.09090909090909,crit,0.0
13878,brilliant denomination,13878,5,[ 3 -3  0 -3 -1],4126.4,43.2,crit,-0.8
10089,brilliant drainage,10089,5,[ 3 -3  2  3 -1],3530.4,37.0,crit,0.8
7141,brilliant financing,7141,10,[-3  3  0 -1  2 -3  2  3  1  1],8022.8,31.2,crit,0.5
213,brilliant fireplace,213,5,[ 3  1 -3 -3  2],3702.4,27.4,crit,0.0
13566,brilliant genus,13566,9,[-2 -1 -3 -2 -3  1  1 -3  2],4395.222222222223,32.44444444444444,crit,-1.1111111111111112
2564,brilliant lump,2564,6,[-1 -3  2 -3  1 -2],5305.5,26.166666666666668,crit,-1.0
5799,brilliant neighbour,5799,7,[3 3 3 3 3 2 2],9328.714285714286,32.285714285714285,crit,2.7142857142857144
908,brilliant norm,908,10,[-1 -3  3  0  0 -3 -1 -1  1  3],3217.3,28.3,crit,-0.2
4353,brilliant orbit,4353,9,[-3 -3  1  2 -2 -3 -1  1  3],3976.4444444444443,28.444444444444443,crit,-0.5555555555555556
1846,brilliant oxygen,1846,6,[-3 -3 -2 -3 -2 -3],3749.8333333333335,29.5,crit,-2.6666666666666665
2987,brilliant plantation,2987,10,[-2  3  1 -1  1 -3 -1  3  0  1],6549.6,31.9,crit,0.2
6216,brilliant politics,6216,7,[2 3 1 3 3 3 3],3496.4285714285716,39.285714285714285,crit,2.5714285714285716
9577,brilliant prophecy,9577,14,[ 2  3  3  1 -1  2  3  3 -1 -2  2  3  3  3],3340.4285714285716,32.857142857142854,crit,1.7142857142857142
3762,brilliant sandstone,3762,3,[-3 -3  3],3299.3333333333335,32.666666666666664,crit,-1.0
14730,brilliant seeker,14730,5,[-1 -1  1  3  1],6735.6,36.8,crit,0.6
19173,brilliant stomach,19173,5,[ 1 -2 -1  0  0],2953.2,28.4,crit,-0.4
15475,brilliant studio,15475,6,[3 3 3 2 2 3],3647.3333333333335,32.833333333333336,crit,2.6666666666666665
601,brilliant threshold,601,9,[ 2 -1  1 -1  0  2  0 -1  3],9774.555555555555,35.111111111111114,crit,0.5555555555555556
5901,brilliant ward,5901,9,[-1  3  1 -3  2 -3 -3  3  1],5807.222222222223,34.111111111111114,crit,0.0
6522,broad allergy,6522,6,[-1 -3  1 -1  3 -1],11777.833333333334,39.0,crit,-0.3333333333333333
11056,broad ammunition,11056,8,[ 0  0  1 -3 -3  2  1  0],4595.5,30.714285714285715,crit,-0.25
12339,broad bell,12339,6,[ 2 -3  1  3 -2 -3],6857.833333333333,27.333333333333332,crit,-0.3333333333333333
4163,broad birth,4163,7,[-3 -3 -2 -2  0 -3  1],4542.571428571428,27.285714285714285,crit,-1.7142857142857142
15130,broad broadcast,15130,6,[ 2 -1 -2  3  0 -3],3899.3333333333335,32.5,crit,-0.16666666666666666
12027,broad burning,12027,6,[-3  3 -2 -3 -3 -2],6802.833333333333,27.666666666666668,crit,-1.6666666666666667
992,broad devil,992,8,[ 0 -1 -2 -3 -3 -1  0 -3],2553.5,30.5,crit,-1.625
3427,broad director,3427,9,[-3  0 -3  3  1  1 -2 -3  3],5185.222222222223,34.44444444444444,crit,-0.3333333333333333
12522,broad dragon,12522,6,[-3 -2 -2  2  1 -3],4450.333333333333,29.0,crit,-1.1666666666666667
2447,broad heir,2447,7,[-2 -3 -1 -2 -3  0  2],4987.714285714285,37.57142857142857,crit,-1.2857142857142858
8835,broad hurricane,8835,5,[ 0 -2 -3  1  1],5081.6,38.2,crit,-0.6
9903,broad landfill,9903,4,[3 0 1 3],9670.0,34.75,crit,1.75
11851,broad log,11851,5,[-3  0  1  1  2],4580.0,29.8,crit,0.2
12939,broad obstacle,12939,6,[2 2 3 0 2 3],3710.6666666666665,31.5,crit,2.0
17198,broad photograph,17198,4,[ 1  3 -3  1],3569.0,32.25,crit,0.5
12661,broad pistol,12661,9,[-3  1  2  1 -3 -3  1  0 -3],5849.888888888889,30.11111111111111,crit,-0.7777777777777778
152,broad rat,152,762,"[-3 -3 -3 -3 -2  1  1  2 -3 -3  0 -2  3 -3  2  3  1  2 -2 -2 -2 -3 -3 -3
  1 -1 -1 -1 -3 -3  2  1 -2 -3 -2 -2 -3 -2 -1 -2  0 -2 -2  3 -2  1  1 -3
 -3  0 -3 -3 -2  0  0 -3 -3 -2 -1  1 -3  0 -2 -3 -3 -3  0 -3 -2 -3 -1 -3
 -3  0 -3 -3 -3  3 -3  2  1 -3  2 -3 -3  1 -3  3 -3 -3 -2 -2 -3 -3 -3 -2
 -2  0  0  1  2 -2 -2  0 -3  0 -2 -3 -3 -2 -1 -2 -3 -3 -3 -1 -3 -3  1 -2
 -3 -3  3 -2 -2 -3 -1 -3 -1 -3 -3 -3 -1 -1 -3  0 -2  1 -3  2  1  1 -3 -3
 -3 -1 -2  0 -1 -2 -3 -3 -3 -2  0 -2 -2 -3  0  1 -2 -3 -1 -2  1 -2 -3 -2
  1 -1  2 -2 -3 -1 -3  3 -1 -2 -2 -3 -3 -2 -2  1  1 -2 -2 -1 -1 -2 -3 -2
 -3 -3 -3 -1 -3 -3 -3 -2 -1 -3 -3  1  0  3  0  0 -1 -1 -1  2 -3 -3  0 -1
 -2  3 -3 -3  3 -2  2 -3  1  3 -2  0  1 -3 -3  3 -3 -2 -2 -2 -3  1  2 -2
 -2 -3  0 -3 -1 -3 -2 -3 -3 -2  3 -3  1  2 -2 -1 -3 -1 -3 -3  0 -3 -3 -3
  1 -3  2 -3 -2 -3 -3 -3 -3 -3 -2 -3 -3 -3 -2  2  1 -3 -3 -2  0  1 -3  2
 -3 -3 -3 -1 -3  0  2 -2 -3 -2 -3 -1 -2  3 -3 -3 -3 -3  2  1 -3  0 -3 -2
 -3  1  1 -2 -3 -3  0 -2 -3 -2 -2  3 -3 -2 -3  0 -3  3 -3 -1 -3  2 -2 -3
 -3  1  3 -1 -3 -1 -2 -2  0 -3 -3  0 -3 -2 -2  2 -3 -2 -3 -1 -1  1 -2 -2
 -3 -3  1 -3 -1  1 -3  3  0 -3  0 -2 -3  1 -3 -1 -3 -2  0 -1 -3 -3  1 -1
 -3 -3 -3 -2 -2  3 -3 -2  2 -3 -3 -3 -3  1 -3 -3 -2 -2  2 -3  2 -3 -2 -3
 -3 -2 -3 -3  2 -3 -2  3 -2 -3 -3 -1 -3  2  0 -3 -3  0 -3 -3 -3  3 -3 -3
  0 -2 -3  0 -2 -1  1 -3  0 -3 -1 -1 -3  3 -3 -2 -3 -3 -2 -3  1 -2 -3  3
 -3 -1 -1  3 -3 -3 -3  1 -1 -2 -3 -3 -3 -3 -3 -1 -2 -1 -2 -3  1  3 -3 -1
 -2 -3  2  3 -2 -3 -3 -3  3 -3  0  1 -2 -3 -2 -1 -2 -3 -3 -2 -3 -3 -3 -2
 -3 -3 -1  0 -3 -3 -1 -1  0 -2  3 -3  2 -2 -3 -2  1 -1  0 -3 -2 -3 -1 -3
 -3 -3 -1 -2 -1  2 -3 -3 -2 -3 -1 -3  1 -3 -2  2  0 -1  0  1  1 -3  1  1
 -1 -1 -2 -2 -3  1  0 -3 -3 -2 -1 -3 -3 -3 -3 -3  1 -1 -3 -3 -1 -2 -3 -3
 -3 -2 -3 -3  2 -3  3 -2 -3 -2 -3  0  1 -3 -2 -3 -3 -1  0 -3 -3  1 -3  1
 -3 -3 -2 -3 -1 -3 -1  1 -2 -3  2 -3 -2 -2  2 -2 -1  2 -2 -3 -2  1  1 -2
 -3 -2 -2  2 -3 -3 -3 -1 -2 -3 -3  2 -2  3  0 -3  1 -3 -2 -2  3 -3 -3 -3
 -2  0  1  1 -2 -3 -3 -2 -2 -3  1 -1 -3  2 -3 -3 -1 -3  1 -3 -3 -3 -3 -3
 -1  3 -3 -3 -1 -3 -3 -3  1  1 -2 -2 -1 -3 -3 -2 -2 -3 -2  1 -3 -3  1 -2
 -3  1  0 -3 -1  2 -3 -3 -1 -3 -3  0 -3 -3 -3 -3  2 -1  0 -2 -1 -3 -2  0
 -3 -3 -3 -3 -3  2 -3 -3 -1 -1 -3 -3 -3 -2  1 -2 -1  3 -1 -2  0 -1 -2  0
 -1  1 -2  2 -3 -1 -1 -3 -3  1 -3 -1 -2 -1  2 -1 -3 -3]",5077.59842519685,32.337713534822605,anti,-1.4488188976377954
10141,broad recorder,10141,7,[ 1 -3 -2 -2 -3  1 -3],4100.285714285715,39.857142857142854,crit,-1.5714285714285714
4634,broad sandstone,4634,13,[-1 -3  3  1  3  3 -2  0  3  0 -1  3  3],5643.384615384615,37.69230769230769,crit,0.9230769230769231
12809,broad seeker,12809,6,[ 1  1 -3  1 -1 -2],4355.166666666667,28.333333333333332,crit,-0.5
10488,broad snack,10488,4,[-3 -2 -2  2],7240.5,25.25,crit,-1.25
2013,broad suicide,2013,3,[-3 -3  1],4232.333333333333,24.333333333333332,crit,-1.6666666666666667
1150,broad suspension,1150,12,[-1 -2  3  2  1  3  3  2 -3  0  3  0],8813.5,28.416666666666668,crit,0.9166666666666666
7714,broad tenure,7714,6,[-1 -1  1 -1  1  0],7196.0,40.333333333333336,crit,-0.16666666666666666
782,broad vaccination,782,7,[-1  1  1  0  3 -1  0],11330.142857142857,24.714285714285715,crit,0.42857142857142855
8506,broad void,8506,4,[-2  1  2 -2],4828.0,31.75,crit,-0.25
6567,broad wife,6567,8,[ 1  2 -2 -2  3  1 -1 -3],3571.0,32.5,crit,-0.125
1014,brown English,1014,6,[-3 -3 -3 -3 -3 -3],3011.6666666666665,33.0,crit,-3.0
15987,brown acknowledgement,15987,5,[-3 -3 -2 -3 -3],4694.8,38.4,crit,-2.8
2589,brown anxiety,2589,7,[-3 -3 -3 -3 -3 -3 -3],2994.0,30.142857142857142,crit,-3.0
14091,brown approval,14091,12,[ 1 -3 -3  3 -3 -2 -3 -2 -3 -3 -3 -3],4192.75,30.5,crit,-2.0
438,brown banana,438,13,[3 3 3 3 3 3 3 3 3 3 0 2 3],4176.384615384615,30.23076923076923,crit,2.6923076923076925
7190,brown childhood,7190,9,[-3 -3  1 -1 -3 -2 -2 -3 -1],4950.111111111111,32.0,crit,-1.8888888888888888
9427,brown civilian,9427,8,[ 3  3 -2  0  3  2  0  3],2757.5,31.375,crit,1.5
6233,brown comfort,6233,10,[-1 -2 -3 -3 -3 -3  0 -2 -3 -3],3544.5,32.3,crit,-2.3
19860,brown completion,19860,3,[-1 -2 -3],7394.666666666667,23.333333333333332,crit,-2.0
13651,brown compliance,13651,4,[-3 -3 -3 -3],3122.0,37.5,crit,-3.0
19529,brown consolidation,19529,3,[-3 -3 -3],3241.0,28.666666666666668,crit,-3.0
17551,brown contestant,17551,10,[ 1  3  3  3 -3  3  0  3  0  3],5587.6,27.7,crit,1.6
18140,brown creditor,18140,6,[-3  0 -3 -3 -3  3],3658.6666666666665,29.333333333333332,crit,-1.5
8016,brown delay,8016,5,[-3 -3 -2 -3 -3],3121.2,29.0,crit,-2.8
15003,brown descendant,15003,8,[ 1  0  3  2  0  2 -2 -3],8241.0,38.125,crit,0.375
8758,brown dvd,8758,9,[ 2  1  2 -3 -3  1  2  2  3],4487.0,35.111111111111114,crit,0.7777777777777778
1427,brown exam,1427,8,[-3 -1 -3 -2 -3 -3 -3 -2],3297.75,29.875,crit,-2.5
4605,brown excursion,4605,11,[-3 -2 -3 -2 -2 -2 -3 -2 -2  1  0],5874.090909090909,30.0,crit,-1.8181818181818181
3221,brown fire,3221,6,[ 0 -3 -3 -3  0 -3],4761.166666666667,27.333333333333332,crit,-2.0
2822,brown hypothesis,2822,9,[-2 -2 -3 -3 -1  2 -3 -3 -3],6843.888888888889,34.44444444444444,crit,-2.0
2706,brown info,2706,7,[-3  1 -2 -3 -3 -2 -3],4368.571428571428,35.0,crit,-2.142857142857143
16433,brown insurer,16433,8,[-1  1  0 -3 -3  0 -3  3],6689.0,30.25,crit,-0.75
16211,brown keywords,16211,9,[-1  0 -1  3 -2  1  3 -3 -1],8498.888888888889,34.111111111111114,crit,-0.1111111111111111
2457,brown laboratory,2457,9,[ 3  1  0 -1  3  3  1 -3  0],3430.8888888888887,29.444444444444443,crit,0.7777777777777778
10294,brown lecture,10294,10,[ 0 -3 -3 -3 -3 -3 -3 -3 -3 -1],3572.5,34.0,crit,-2.5
6478,brown night,6478,8,[-3 -3 -3 -3 -3  0 -3 -3],3077.875,36.875,crit,-2.625
10857,brown nursing,10857,7,[-1 -3 -3 -3  1  1 -2],3217.0,41.42857142857143,crit,-1.4285714285714286
16353,brown philosopher,16353,3,[-2  1  0],11108.333333333334,38.666666666666664,crit,-0.3333333333333333
1307,brown philosophy,1307,6,[-3 -3 -3 -3 -2 -3],4209.0,35.333333333333336,crit,-2.8333333333333335
3679,brown platform,3679,6,[3 3 3 3 2 3],3413.0,29.0,crit,2.8333333333333335
17417,brown rally,17417,11,[ 2  0 -3 -1 -3  0 -3 -2 -2 -3 -3],5836.909090909091,29.363636363636363,crit,-1.6363636363636365
5909,brown redundancy,5909,8,[-3 -3 -1 -3 -3 -3 -3 -3],3425.25,32.375,crit,-2.75
8195,brown rental,8195,10,[-3  1 -2 -3  1 -3 -1 -3  3 -3],4166.3,32.5,crit,-1.3
518,brown repayment,518,8,[-2 -3 -2 -3 -3 -3 -3 -2],4106.125,31.714285714285715,crit,-2.625
8880,brown runner-up,8880,6,[ 3  1  0 -3  1 -1],3915.5,33.5,crit,0.16666666666666666
5480,brown scholar,5480,6,[ 0  0  1 -2 -3 -3],5075.666666666667,28.833333333333332,crit,-1.1666666666666667
2033,brown shortage,2033,10,[-3 -3 -1 -3 -3 -3 -1 -3 -2 -2],3700.3,35.6,crit,-2.4
11606,brown showcase,11606,5,[-1  2 -3  3 -2],7418.4,34.4,crit,-0.2
11956,brown sun,11956,10,[-3  1 -3 -3 -2 -3 -3 -3 -3  3],3626.7,29.7,crit,-1.9
7410,brown trainee,7410,7,[-1 -1  1  3  3 -3 -1],5795.571428571428,35.714285714285715,crit,0.14285714285714285
9133,brown trauma,9133,6,[-3 -3 -2 -3 -3 -3],3378.5,33.666666666666664,crit,-2.8333333333333335
16756,brown trust,16756,5,[-3 -3 -3 -1 -3],8193.8,31.8,crit,-2.6
15648,brown variable,15648,7,[-1  1 -3 -3 -3  0 -3],3246.0,40.42857142857143,crit,-1.7142857142857142
8108,brown verb,8108,3,[-3  1 -3],5154.333333333333,29.333333333333332,crit,-1.6666666666666667
3133,brown workforce,3133,14,[ 3 -1  3  1  1  1 -1  1  0  0 -2  3 -2 -3],5633.785714285715,35.42857142857143,crit,0.2857142857142857
7284,busy Buddhist,7284,11,[1 3 2 3 0 1 1 3 3 3 1],4407.454545454545,29.363636363636363,crit,1.9090909090909092
13317,busy accreditation,13317,3,[-3 -2 -3],4702.0,28.0,crit,-2.6666666666666665
1525,busy ankle,1525,6,[-3 -3 -3 -3 -3 -2],3135.3333333333335,28.0,crit,-2.8333333333333335
18797,busy bush,18797,5,[-3 -3 -1  3 -3],7547.6,35.4,crit,-1.4
17690,busy cabin,17690,5,[ 2 -1  0  3 -3],3439.6,39.2,crit,0.2
14338,busy cap,14338,8,[-1 -3 -2  1 -3  1 -2  0],6559.625,33.75,crit,-1.125
13617,busy cereal,13617,11,[-2 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3],3204.0,30.0,crit,-2.909090909090909
8679,busy comfort,8679,10,[-2 -2 -3 -3 -2 -3 -3 -1 -3 -3],3574.6,32.6,crit,-2.5
16046,busy consent,16046,4,[-3 -2  2  2],4558.0,28.75,crit,-0.25
17438,busy consortium,17438,7,[-2 -2  3  0  3  3  1],4699.857142857143,32.285714285714285,crit,0.8571428571428571
16380,busy constituent,16380,6,[-2 -2  3  2  2 -1],5413.666666666667,23.833333333333332,crit,0.3333333333333333
7754,busy creativity,7754,14,[ 0  1  1 -2  3 -3 -3  0 -3  2 -2  1 -2 -3],3381.5,30.071428571428573,crit,-0.7142857142857143
11732,busy death,11732,10,[ 1 -3 -3 -3 -2 -2 -3  2 -1 -2],4476.5,33.0,crit,-1.6
16708,busy debit,16708,15,[-3  2  2 -2 -2 -2 -3 -3 -3 -1 -2 -3  0  1 -3],3524.3333333333335,29.533333333333335,crit,-1.4666666666666666
12907,busy descent,12907,10,[ 0  1  0 -1 -3 -3 -2 -2 -3 -1],3746.1,33.8,crit,-1.4
19350,busy dioxide,19350,5,[-3 -3 -2 -3 -2],2990.4,44.8,crit,-2.6
13562,busy dollar,13562,6,[-1 -3  2 -3 -3  1],5439.166666666667,39.5,crit,-1.1666666666666667
9429,busy ear,9429,3,[-2 -3  2],3668.6666666666665,27.666666666666668,crit,-1.0
2741,busy extinction,2741,7,[-3 -2 -3 -3 -3 -3 -3],5961.142857142857,26.285714285714285,crit,-2.857142857142857
7674,busy forecast,7674,10,[ 1 -2 -1  3 -1 -2  1 -1  0 -2],4867.8,31.1,crit,-0.4
2330,busy glucose,2330,8,[-3 -3 -3 -3  0 -3 -3 -3],5630.5,31.25,crit,-2.625
10632,busy grandfather,10632,6,[ 3  3 -3  3  3  3],3732.6666666666665,35.666666666666664,crit,2.0
5702,busy hostility,5702,5,[-3 -3 -2 -3 -2],3362.0,39.0,crit,-2.6
4054,busy invoice,4054,10,[-2 -3 -2  2 -3  2 -3  1 -2 -2],6777.7,32.4,crit,-1.2
10747,busy legacy,10747,9,[ 0 -2 -3 -2  0 -3 -1 -3 -1],3934.4444444444443,29.22222222222222,crit,-1.6666666666666667
2701,busy legend,2701,7,[ 1  3  0  3 -3  3 -2],4103.428571428572,33.285714285714285,crit,0.7142857142857143
3914,busy metadata,3914,7,[ 3 -3 -1 -3 -3  3 -3],3147.8571428571427,36.714285714285715,crit,-1.0
19329,busy missionary,19329,6,[ 0 -1 -3  3  2  2],5805.833333333333,27.5,crit,0.5
18828,busy monastery,18828,7,[3 1 3 3 2 2 2],6576.142857142857,35.714285714285715,crit,2.2857142857142856
9938,busy notion,9938,7,[-3 -3 -1  1  3 -3  1],5323.857142857143,24.0,crit,-0.7142857142857143
15910,busy noun,15910,8,[-3  3 -3 -2 -3 -3 -3 -2],4114.25,31.875,crit,-2.0
11799,busy organ,11799,3,[-2  1  0],3041.3333333333335,34.333333333333336,crit,-0.3333333333333333
19007,busy pioneer,19007,8,[ 3 -2  3  1  3  3  2  3],34391.75,30.875,crit,2.0
5573,busy police,5573,7,[3 3 3 3 2 3 1],6693.285714285715,35.714285714285715,crit,2.5714285714285716
17863,busy privilege,17863,5,[-3  0 -3 -3  0],3432.2,27.4,crit,-1.8
14909,busy redundancy,14909,11,[-2 -3 -3 -3 -3 -3 -2 -2 -3 -2  1],4242.818181818182,31.636363636363637,crit,-2.272727272727273
17448,busy sake,17448,7,[-3 -3 -3 -2  3 -3 -3],6501.142857142857,39.57142857142857,crit,-2.0
8056,busy sensation,8056,11,[ 2  2  1 -1 -1 -2 -3 -3  1 -1 -3],7937.272727272727,29.454545454545453,crit,-0.7272727272727273
9678,busy skeleton,9678,8,[-1 -3 -3  1 -3 -3 -1 -1],5405.375,30.5,crit,-1.75
2459,busy specimen,2459,4,[-3 -3  0  1],10328.75,27.5,crit,-1.25
8025,busy spokesman,8025,9,[3 2 3 3 3 3 3 1 3],3667.777777777778,31.666666666666668,crit,2.6666666666666665
1326,busy storyline,1326,10,[3 2 3 1 3 1 1 3 3 3],4238.6,30.4,crit,2.3
2220,busy surrender,2220,12,[-3 -2 -1 -3 -3 -3 -3 -3 -3 -3 -3 -3],3696.0833333333335,32.166666666666664,crit,-2.75
3788,busy sympathy,3788,6,[-3 -2  0  2 -1 -3],3403.6666666666665,35.0,crit,-1.1666666666666667
1995,busy tag,1995,6,[ 3  1 -2  2 -2 -3],5697.166666666667,30.833333333333332,crit,-0.16666666666666666
14993,busy toll,14993,5,[-2  2  1  2  1],6193.8,35.4,crit,0.8
13830,busy trophy,13830,6,[-3 -3 -3 -3 -3 -3],3292.8333333333335,27.0,crit,-3.0
7503,busy tumor,7503,11,[-3 -3 -3 -3 -3  0 -3 -3 -3 -2 -3],4070.4545454545455,35.36363636363637,crit,-2.6363636363636362
8029,busy warmth,8029,8,[-2 -3 -3 -3 -3 -2 -3 -3],4196.5,27.75,crit,-2.75
8431,capable Buddhist,8431,8,[ 2  3 -1  1  3  1  3  1],4189.5,33.625,crit,1.625
7221,capable accounting,7221,11,[-1  0  3  3  3  3  2  2 -3  3  3],4085.5454545454545,36.18181818181818,crit,1.6363636363636365
2259,capable amplifier,2259,9,[-2  0  3 -2  1 -2  1  3 -3],5330.555555555556,29.666666666666668,crit,-0.1111111111111111
4361,capable analogy,4361,5,[ 1 -2 -1  0 -3],5216.4,34.2,crit,-1.0
1256,capable brand,1256,10,[-1  2  2  3  3  3  3  2  2 -3],3538.4,28.7,crit,1.6
809,capable broadcast,809,19,[-1  3 -1  2  1  2  1 -2  1 -2  1  1  2 -3 -2 -2  3  3 -1],4737.736842105263,30.36842105263158,crit,0.3157894736842105
19155,capable carpet,19155,8,[-2  0 -3  1 -3 -1 -3 -1],5450.5,31.625,crit,-1.5
10440,capable certainty,10440,9,[ 3 -1  1 -3 -3 -3  0 -2 -1],6026.111111111111,31.11111111111111,crit,-1.0
13505,capable choice,13505,13,[ 3  0  2  2  3  3  1  0  1 -1  3 -3  1],2985.3846153846152,30.53846153846154,crit,1.1538461538461537
9405,capable clash,9405,8,[ 0  0  3 -3  3 -3 -2 -1],3897.625,28.625,crit,-0.375
15182,capable coat,15182,14,[-2  1 -3  2  0  1  0 -3  0 -3 -3  2  0  2],6065.357142857143,30.071428571428573,crit,-0.42857142857142855
13195,capable commitment,13195,10,[ 3  3  3  3  0 -2 -2 -2  1 -1],8800.7,29.7,crit,0.6
2409,capable consensus,2409,5,[-3  3 -1  0 -3],3476.0,24.2,crit,-0.8
150,capable contest,150,4,[-2  2 -2 -1],3473.0,29.25,crit,-0.75
11140,capable cookie,11140,6,[-1 -3 -3 -3 -3 -2],6136.833333333333,31.166666666666668,crit,-2.5
4480,capable correction,4480,6,[ 2  1 -1  3  0 -1],4628.0,30.166666666666668,crit,0.6666666666666666
18568,capable counter,18568,3,[-2  3 -3],4555.333333333333,32.333333333333336,crit,-0.6666666666666666
13558,capable coverage,13558,10,[ 2  3  1  2  0  3 -1 -3  2 -2],7193.8,30.5,crit,0.7
